alpha,amc_name,beta,category,expense_ratio,fund_age_yr,fund_manager,fund_size_cr,log_fund_size,min_lumpsum,min_sip,rating,returns_1yr,returns_3yr,returns_5yr,risk_level,scheme_name,sd,sharpe,sortino,sub_category
15.93,Quant Mutual Fund,0.91,Equity,0.58,10,Vasav Sahgal,1044,6.951772164398911,5000,1000,5,6.8,47.7,18.2,6,Quant Flexi Cap Fund,19.16,1.94,3.65,Flexi Cap Funds
8.6,Quant Mutual Fund,0.85,Equity,0.57,10,Sanjeev Sharma,219,5.393627546352361,5000,1000,5,5.2,33.7,13.1,6,Quant Focused Fund,17.34,1.61,3.14,Focused Funds
27.24,Quant Mutual Fund,0.53,Equity,0.64,10,Vasav Sahgal,822,6.71295620067707,5000,1000,5,5.6,61.5,21.1,6,Quant Infrastructure Fund,19.24,2.3,3.44,Sectoral / Thematic Mutual Funds
6.57,Quant Mutual Fund,0.88,Equity,0.56,10,Sanjeev Sharma,652,6.481577129276431,5000,1000,5,6.9,33,14.2,6,Quant Large and Mid Cap Fund,17.72,1.51,3.12,Large & Mid Cap Funds
1.58,Quant Mutual Fund,0.47,Debt,0.29,10,Sanjeev Sharma,1561,7.3537223303996315,5000,1000,5,5.6,4.9,5.9,2,Quant Liquid Plan – Direct Growth,0.27,3.52,8.6,Liquid Mutual Funds
11.21,Quant Mutual Fund,0.86,Equity,0.63,10,Sanjeev Sharma,1550,7.346655163176539,5000,1000,5,8.8,45.1,19.8,6,Quant Mid Cap Fund,18.73,1.95,3.58,Mid Cap Mutual Funds
19.52,Quant Mutual Fund,0.75,Hybrid,0.56,10,Vasav Sahgal,634,6.453624998892692,5000,1000,5,10.6,42.6,20.5,6,Quant Multi Asset Fund,18.63,1.79,3.23,Multi Asset Allocation Mutual Funds
19.16,Quant Mutual Fund,0.99,Equity,0.64,10,Sanjeev Sharma,3301,8.102283624480073,5000,1000,5,5.4,71.4,23.2,6,Quant Small Cap Fund,24.75,2.11,3.71,Small Cap Mutual Funds
17.63,Quant Mutual Fund,0.96,Equity,0.57,10,Vasav Sahgal,2779,7.930206206684683,500,500,5,0.9,54.9,22.2,6,Quant Tax Plan- Direct Growth,19.74,2.03,3.5,ELSS Mutual Funds
0.93,Quantum Mutual Fund,0.83,Debt,0.61,8,Pankaj Pathak,85,4.454347296253507,500,500,3,5.4,5.9,6.9,3,Quantum Dynamic Bond Fund,1.77,0.66,1.05,Dynamic Bond
-0.78,Quantum Mutual Fund,0.86,Other,0.51,14,Chirag Mehta,88,4.48863636973214,500,500,2,-0.5,22.9,9.1,6,Quantum Equity Fund,14.75,1.32,3.01,FoFs Domestic
-0.98,Quantum Mutual Fund,0.99,Other,0.06,12,Chirag Mehta,83,4.430816798843313,500,500,1,14.3,11.7,13,5,Quantum Gold Savings Fund,13.78,0.44,0.98,FoFs Domestic
0.94,Quantum Mutual Fund,0.65,Debt,0.15,17,Pankaj Pathak,628,6.444131256700441,5000,500,2,5.4,4,4.9,1,Quantum Liquid Fund,0.36,0.19,0.92,Liquid Mutual Funds
2.04,Quantum Mutual Fund,0.9,Equity,1.29,17,George Thomas,837,6.731018100482083,500,500,2,2.4,26.5,8.8,6,Quantum Long Term Equity Value Fund,15.72,1.42,3,Value Funds
0.61,Quantum Mutual Fund,0.42,Other,0.1,11,Chirag Mehta,49,3.912023005428146,500,500,3,5.5,12.4,8.1,4,Quantum Multi Asset Fund,6.73,1.24,3.12,FoFs Domestic
1.68,Quantum Mutual Fund,0.88,Equity,1.29,14,Christy Mathai,115,4.7535901911063645,500,500,3,2.9,26.6,8.9,6,Quantum Tax Saving Fund,15.47,1.44,3.04,ELSS Mutual Funds
1.18,SBI Mutual Fund,0.45,Hybrid,0.36,10,Neeraj Kumar,8800,9.082620630373812,5000,500,2,5.8,4.5,5.4,1,SBI Arbitrage Opportunities Fund,0.76,0.77,0.93,Arbitrage Mutual Funds
0.4,SBI Mutual Fund,0.85,Equity,0.78,8,Milind Agrawal,3747,8.228977643358313,5000,500,5,5.5,22.4,12.5,6,SBI Banking & Financial Services Fund,22.28,0.95,1.98,Sectoral / Thematic Mutual Funds
4.72,SBI Mutual Fund,2.4,Debt,0.35,10,Rajeev Radhakrishnan,4982,8.513787398281405,5000,500,2,3.8,6.2,7,3,SBI Banking and PSU Fund,2.06,0.73,1.17,Banking and PSU Mutual Funds
1.08,SBI Mutual Fund,0.96,Equity,0.9,10,Sohini Andani,33987,10.433762800123432,5000,500,3,4.2,27,11.4,6,SBI BlueChip Fund,16.39,1.39,3.98,Large Cap Mutual Funds
5.19,SBI Mutual Fund,0.56,Hybrid,0.57,10,Saurabh Pant,7250,8.888894669371593,5000,500,4,6.2,13.8,8.8,5,SBI Conservative Hybrid Fund,4.11,2.23,4.24,Conservative Hybrid Mutual Funds
10.04,SBI Mutual Fund,0.76,Equity,1.18,10,Saurabh Pant,1185,7.078341579557671,5000,500,4,11.1,31,12.7,6,SBI Consumption Opportunities Fund,15.53,1.77,3.65,Sectoral / Thematic Mutual Funds
15.26,SBI Mutual Fund,0.89,Equity,0.91,10,Dinesh Balachandran,8340,9.028938392241612,5000,500,5,15,43.4,15.6,6,SBI Contra Fund,16.56,2.13,4.43,Contra Funds
1.51,SBI Mutual Fund,0.75,Debt,0.34,4,Rajeev Radhakrishnan,16551,9.714262219425379,5000,500,3,4.1,6.4,8.8,2,SBI Corporate Bond Fund,1.88,0.92,1.54,Corporate Bond Mutual Funds
2.96,SBI Mutual Fund,0.17,Debt,0.92,10,Lokesh Mallya,2782,7.931284761525891,10000,500,3,5.2,7.2,7,5,SBI Credit Risk Fund,1.82,1.5,2.05,Credit Risk Funds
1.34,SBI Mutual Fund,1.06,Debt,0.87,10,Dinesh Ahuja,2407,7.786551806428712,5000,500,4,5.9,5.9,7.9,3,SBI Dynamic Bond Fund,2.49,0.66,0.88,Dynamic Bond
0.1,SBI Mutual Fund,0.79,Hybrid,0.79,10,R Srinivasan,54492,10.905827532035193,1000,500,3,-1.9,18.4,10.8,6,SBI Equity Hybrid Fund,11.8,1.25,2.77,Aggressive Hybrid Mutual Funds
2.72,SBI Mutual Fund,0.81,Equity,0.42,4,Raviprakash Sharma,134,4.90527477843843,5000,500,3,4.9,27,8.8,6,SBI Equity Minimum Variance – Direct Growth,14.84,1.47,3.09,Sectoral / Thematic Mutual Funds
2.91,SBI Mutual Fund,1.02,Hybrid,0.67,8,Neeraj Kumar,2264,7.725330037917135,1000,500,3,2.2,14.6,8.1,4,SBI Equity Savings Fund,6.94,1.47,3.49,Equity Savings Mutual Funds
0.62,SBI Mutual Fund,0.88,Equity,0.85,10,R Srinivasan,15602,9.655218482441182,1000,500,3,-1,25.2,11,6,SBI Flexi Cap Fund,15.31,1.4,3.25,Flexi Cap Funds
1.82,SBI Mutual Fund,0.86,Debt,0.26,2,Rajeev Radhakrishnan,1604,7.380879035564116,5000,500,3,5,18.15,8.8,2,SBI Floating Rate Debt Fund,12.1,1.29,2.86,Floater Mutual Funds
9.3,SBI Mutual Fund,5.09,Debt,0,4,Ranjana Gupta,40,3.713572066704308,5000,0,3,4.8,6.2,8.8,3,SBI FMP – Series 1 (3668 Days) – Direct Growth,3.62,0.69,1,Fixed Maturity Plans
-0.62,SBI Mutual Fund,0.81,Equity,0.69,10,R Srinivasan,26561,10.187236901960196,5000,500,3,-4.9,22,12.2,6,SBI Focused Equity Fund,15.84,1.17,2.61,Focused Funds
-0.94,SBI Mutual Fund,0.98,Other,0.1,10,Raviprakash Sharma,1265,7.143617602704121,5000,500,3,14.8,11.9,13.4,6,SBI Gold Fund,13.62,0.44,0.95,FoFs Domestic
4.45,SBI Mutual Fund,0.87,Equity,1.09,10,Tanmaya Desai,1574,7.362010551259734,5000,500,3,-1.6,25.7,13.6,6,SBI Healthcare Opportunities Fund,19.03,1.09,2.12,Sectoral / Thematic Mutual Funds
10.52,SBI Mutual Fund,0.57,Equity,1.88,10,Bhavin Vithiani,927,6.833031732786201,5000,500,4,12.8,33.5,13,6,SBI Infrastructure Fund,16.14,1.79,4,Sectoral / Thematic Mutual Funds
6.49,SBI Mutual Fund,0.89,Equity,0.99,10,Saurabh Pant,9441,9.152923101106232,5000,500,5,6.5,30.2,13.6,6,SBI Large & Midcap Fund,16.04,1.67,3.24,Large & Mid Cap Funds
1.35,SBI Mutual Fund,0.76,Debt,0.18,10,R Arun,57052,10.951735939359013,500,500,3,5.6,4.3,5.3,2,SBI Liquid Fund,0.38,0.88,4.07,Liquid Mutual Funds
12.2,SBI Mutual Fund,0.87,Equity,1.75,6,R Srinivasan,164,5.10594547390058,500,0,3,0.1,43.3,19.5,4,SBI Long Term Advantage Fund,18.27,1.79,3.93,ELSS Mutual Funds
3.78,SBI Mutual Fund,0.9,Equity,1.07,10,Dinesh Balachandran,12158,9.405824915296419,500,500,3,8.7,30.1,11.6,6,SBI Long Term Equity Fund,15.64,1.59,3.21,ELSS Mutual Funds
6.29,SBI Mutual Fund,0.57,Solution Oriented,0.86,10,Rajeev Radhakrishnan,89,4.499809670330265,5000,500,4,3.1,15.2,8.3,4,SBI Magnum Children’s Benefit Fund,6.03,1.72,3.92,Childrens Funds
1.41,SBI Mutual Fund,1.06,Equity,2.03,10,Richard Dsouza,417,6.035481432524756,5000,500,3,-12.1,30.9,11.3,6,SBI Magnum Comma Fund,21.13,1.24,2.37,Sectoral / Thematic Mutual Funds
-0.26,SBI Mutual Fund,0.92,Equity,1.35,10,Rohit Shimpi,4456,8.402231172946555,1000,500,3,-2.7,24.2,12.2,6,SBI Magnum Equity ESG Fund,15.89,1.29,2.88,Sectoral / Thematic Mutual Funds
1.45,SBI Mutual Fund,0.53,Debt,0.46,10,Dinesh Ahuja,4301,8.366835309827675,5000,500,5,5.7,6.1,8.3,3,SBI Magnum Gilt Fund,2.66,0.77,1.1,Gilt Mutual Funds
3.66,SBI Mutual Fund,0.64,Equity,1.25,10,R Srinivasan,5257,8.567506005289827,5000,500,3,1.6,24.1,11.5,6,SBI Magnum Global Fund,13.28,1.42,2.42,Sectoral / Thematic Mutual Funds
1.92,SBI Mutual Fund,1.04,Debt,0.8,10,Dinesh Ahuja,1510,7.32052696227274,5000,500,4,4.8,6.9,7.8,4,SBI Magnum Income Fund,2.35,0.94,1.56,Medium to Long Duration Funds
3.11,SBI Mutual Fund,1.37,Debt,0.4,10,Rajeev Radhakrishnan,7717,8.951310542097564,5000,500,3,5.2,5.6,6.4,3,SBI Magnum Low Duration Fund,0.8,1.58,3.47,Low Duration Funds
2.34,SBI Mutual Fund,0.87,Debt,0.69,10,Dinesh Ahuja,7087,8.866158492284917,5000,500,4,4.6,7.2,7.9,4,SBI Magnum Medium Duration Fund,2.19,1.18,2.05,Medium Duration Funds
5.5,SBI Mutual Fund,0.91,Equity,0.97,10,Sohini Andani,8732,9.074864232413733,5000,500,4,6.4,37,13.5,6,SBI Magnum Midcap Fund,17.15,1.89,3.93,Mid Cap Mutual Funds
2.47,SBI Mutual Fund,1.2,Debt,0.31,10,R Arun,8907,9.094705028377259,5000,2000,2,5.2,5.1,6.1,2,SBI Magnum Ultra Short Duration Fund,0.58,1.49,3.14,Ultra Short Duration Funds
2.18,SBI Mutual Fund,0.48,Hybrid,0.88,10,Dinesh Balachandran,609,6.413458957167357,5000,500,3,5.9,16.1,9.6,6,SBI Multi Asset Allocation Fund,8.2,1.35,2.98,Multi Asset Allocation Mutual Funds
-0.69,SBI Mutual Fund,1,Other,0.18,10,Raviprakash Sharma,3324,8.109224953089955,5000,500,3,0.9,26,11.8,6,SBI Nifty Index Fund,16.8,1.31,3.47,Index Funds
0.56,SBI Mutual Fund,0.43,Debt,0.1,10,R Arun,19888,9.897922094063247,5000,2000,2,5.3,3.9,4.6,1,SBI Overnight Fund,0.35,-0.05,-0.25,Overnight Mutual Funds
-0.18,SBI Mutual Fund,0.78,Equity,1.42,10,Richard Dsouza,505,6.226536669287466,5000,500,3,16,26.3,7.4,6,SBI PSU Fund,19.98,1.1,2.32,Sectoral / Thematic Mutual Funds
2.73,SBI Mutual Fund,1.19,Debt,0.23,10,R Arun,19441,9.875190953381015,500,500,3,5.5,5.3,6.2,3,SBI Savings Fund,0.59,1.93,4.1,Money Market Funds
5,SBI Mutual Fund,2.44,Debt,0.35,10,Rajeev Radhakrishnan,13289,9.494767151707292,5000,500,3,4.6,6.4,6.8,2,SBI Short Term Debt Fund,1.7,1.02,1.57,Short Duration Funds
6.48,SBI Mutual Fund,0.75,Equity,0.7,10,R Srinivasan,15395,9.641863014403636,5000,500,4,8.2,38.3,15.3,6,SBI Small Cap Fund,16.81,1.88,4.07,Small Cap Mutual Funds
9.96,SBI Mutual Fund,0.84,Equity,1.76,9,R Srinivasan,28,3.367295829986474,500,0,3,1.9,41.1,21.8,4,SBI Tax Advantage Fund,16.07,1.85,4.1,ELSS Mutual Funds
8.38,SBI Mutual Fund,0.77,Equity,0.87,10,Saurabh Pant,2861,7.959275960116396,5000,500,3,-8.7,37.1,21,6,SBI Technology Opportunities Fund,19.71,1.51,2.36,Sectoral / Thematic Mutual Funds
-0.22,Shriram Mutual Fund,0.53,Hybrid,0.6,4,Deepak Ramaraju,48,3.8918202981106265,5000,1000,3,2.9,13.9,8.8,6,Shriram Balanced Advantage Fund,7.82,1.22,2.42,Dynamic Asset Allocation or Balanced Advantage
-2.52,Shriram Mutual Fund,0.85,Equity,0.65,4,Deepak Ramaraju,60,4.110873864173311,5000,1000,2,1.4,21.5,8.8,6,Shriram Flexi Cap Fund,14.68,1.19,2.74,Flexi Cap Funds
-1.5,Shriram Mutual Fund,0.81,Hybrid,0.65,9,Deepak Ramaraju,56,4.04305126783455,5000,1000,3,0.7,17.7,8.9,6,Shriram Hybrid Equity Fund,11.64,1.16,2.79,Aggressive Hybrid Mutual Funds
-3.01,Shriram Mutual Fund,0.83,Equity,0.6,4,Deepak Ramaraju,36,3.6109179126442243,500,500,3,0.8,20.1,8.8,6,Shriram Long Term Equity Fund,14.39,1.14,2.37,ELSS Mutual Funds
2.31,Sundaram Mutual Fund,0.8,Hybrid,0.67,10,S Bharath,2981,8.000349495324684,100,100,4,1.2,21.7,9.7,5,Sundaram Aggressive Hybrid Fund,11.63,1.46,4.11,Aggressive Hybrid Mutual Funds
0.75,Sundaram Mutual Fund,0.39,Hybrid,0.28,7,Rohit Seksaria,108,4.6913478822291435,100,500,1,5.3,3.3,2.8,2,Sundaram Arbitrage Fund,0.7,0.33,0.48,Arbitrage Mutual Funds
2.13,Sundaram Mutual Fund,0.51,Hybrid,0.62,10,S Bharath,1532,7.334981878871814,100,500,5,3.9,11.9,7.2,4,Sundaram Balanced Advantage Fund,7.66,1.51,3.24,Dynamic Asset Allocation or Balanced Advantage
3.49,Sundaram Mutual Fund,2.13,Debt,0.19,10,Dwijendra Srivastava,450,6.111467339502679,5000,250,2,3.5,5,6.1,2,Sundaram Banking & PSU Debt Fund,1.35,0.48,0.73,Banking and PSU Mutual Funds
0.56,Sundaram Mutual Fund,0.8,Equity,1.46,10,Ratish Varier,1106,7.009408932708637,100,100,2,7.3,22.5,8.8,6,Sundaram Consumption Fund,14.69,1.28,3.32,Sectoral / Thematic Mutual Funds
1.84,Sundaram Mutual Fund,0.58,Debt,0.28,10,Dwijendra Srivastava,996,6.904750769961838,5000,250,4,4.5,6.8,7.3,2,Sundaram Corporate Bond Fund,1.74,1.15,2.14,Corporate Bond Mutual Funds
2.48,Sundaram Mutual Fund,0.62,Hybrid,1.2,10,Dwijendra Srivastava,30,3.4339872044851463,5000,100,2,4.1,11.6,6.2,3,Sundaram Debt Oriented Hybrid Fund,5.16,1.33,3.43,Conservative Hybrid Mutual Funds
0.65,Sundaram Mutual Fund,0.9,Equity,1.66,10,Sudhir Kedia,1623,7.392647520721623,500,100,2,2.2,26.1,8.9,6,Sundaram Diversified Equity – Direct Growth,15.5,1.41,3.5,ELSS Mutual Funds
2.79,Sundaram Mutual Fund,0.8,Equity,1.02,10,Ratish Varier,382,5.948034989180646,5000,500,3,3.2,26.4,11.7,6,Sundaram Dividend Yield Fund,13.93,1.55,4.03,Dividend Yield Funds
8.84,Sundaram Mutual Fund,0.86,Equity,0.75,5,Rohit Seksaria,297,5.697093486505405,5000,0,3,9.4,43.7,8.8,2,Sundaram Emerging Small Cap Series III – Dir Growth,19.13,1.97,4.45,Small Cap Mutual Funds
7.54,Sundaram Mutual Fund,0.85,Equity,0.75,5,Rohit Seksaria,208,5.342334251964811,5000,0,3,6.7,41.4,8.8,4,Sundaram Emerging Small Cap Series IV – Dir Growth,18.88,1.9,4.29,Small Cap Mutual Funds
8.3,Sundaram Mutual Fund,0.86,Equity,0.79,5,Rohit Seksaria,79,4.382026634673881,5000,0,3,7.6,42.3,8.8,6,Sundaram Emerging Small Cap Series V – Dir Growth,19.15,1.93,4.56,Small Cap Mutual Funds
8.43,Sundaram Mutual Fund,0.84,Equity,0.77,5,Rohit Seksaria,41,3.7376696182833684,5000,0,3,7.8,41.9,8.8,6,Sundaram Emerging Small Cap Series VI – Dir Growth,18.61,1.95,4.27,Small Cap Mutual Funds
6.51,Sundaram Mutual Fund,0.76,Equity,0.97,4,Rohit Seksaria,141,4.955827057601261,5000,0,3,8,36.9,8.8,6,Sundaram Emerging Small Cap Series VII – Dir Growth,17.13,1.86,3.95,Small Cap Mutual Funds
2.5,Sundaram Mutual Fund,0.94,Hybrid,0.54,10,Sudhir Kedia,415,6.030685260261263,100,500,4,3.9,16.8,9.9,3,Sundaram Equity Savings Fund,6.14,1.5,3.24,Equity Savings Mutual Funds
2.92,Sundaram Mutual Fund,0.89,Equity,0.51,10,Rohit Seksaria,601,6.400257445308821,100,100,4,11.4,25.9,12.6,6,Sundaram Fin Serv Opportunities – Direct Growth,22.98,1.06,2.35,Sectoral / Thematic Mutual Funds
-1.91,Sundaram Mutual Fund,0.94,Equity,1.2,10,Ravi Gopalakrishnan,771,6.648984550024776,300,100,4,-1.8,24.5,13.1,6,Sundaram Focused Fund,16.55,1.22,2.47,Focused Funds
1.82,Sundaram Mutual Fund,0.86,Other,1.42,10,Rohit Seksaria,117,4.770684624465665,100,100,3,2.4,20.5,7.7,6,Sundaram Global Brand Fund,16.95,0.88,1.59,FoFs Overseas
6.79,Sundaram Mutual Fund,0.68,Equity,1.87,10,Ashish Aggarwal,594,6.38856140554563,100,100,2,7.3,32.5,9.1,6,Sundaram Infrastructure Advantage Fund,18.26,1.55,2.9,Sectoral / Thematic Mutual Funds
1.94,Sundaram Mutual Fund,0.93,Equity,0.72,10,Ravi Gopalakrishnan,4885,8.494129251817686,100,100,3,-1.3,25.4,11.7,6,Sundaram Large and Mid Cap Fund,16.28,1.43,3.07,Large & Mid Cap Funds
-0.51,Sundaram Mutual Fund,0.91,Equity,0.6,2,Sudhir Kedia,2855,7.957177323459475,100,100,5,0.9,18.15,8.8,6,Sundaram Large Cap Fund,15.44,1.3,3.64,Large Cap Mutual Funds
1.36,Sundaram Mutual Fund,0.74,Debt,0.17,10,Dwijendra Srivastava,4169,8.335671314792847,1000,2000,4,5.7,4.2,3.3,2,Sundaram Liquid Fund,0.38,0.98,4.89,Liquid Mutual Funds
1.44,Sundaram Mutual Fund,-1.59,Debt,0.33,10,Dwijendra Srivastava,433,6.073044534100405,1000,2000,2,5.6,4.9,1.8,2,Sundaram Low Duration Fund,4.28,0.83,3.93,Low Duration Funds
13.76,Sundaram Mutual Fund,0.95,Equity,1.26,6,Rohit Seksaria,62,4.143134726391533,500,0,3,3.5,42.3,8.6,6,Sundaram LT MC Tax Advantage Fund,19.92,1.81,3.89,ELSS Mutual Funds
2.52,Sundaram Mutual Fund,0.94,Equity,1.01,8,Rohit Seksaria,16,2.833213344056216,500,0,3,4.4,29.6,11.5,6,Sundaram LT Tax Advantage Fund,16.1,1.53,3.5,ELSS Mutual Funds
-0.16,Sundaram Mutual Fund,1.03,Debt,1.11,10,Dwijendra Srivastava,45,3.828641396489095,5000,250,2,2.5,5,5.3,3,Sundaram Medium Term Bond Fund,2.44,0.05,0.08,Medium Duration Funds
-1.14,Sundaram Mutual Fund,0.87,Equity,1.04,10,S Bharath,7048,8.860641041773876,100,100,2,4.3,27.4,8.2,6,Sundaram Mid Cap Fund,16.07,1.53,3.74,Mid Cap Mutual Funds
1.87,Sundaram Mutual Fund,0.96,Debt,0.22,5,Sandeep Agarwal,64,4.174387269895637,1000,1000,3,5.4,4.7,8.8,1,Sundaram Money Market Fund,0.44,1.34,4.91,Money Market Funds
2.11,Sundaram Mutual Fund,0.9,Equity,0.97,10,Sudhir Kedia,1795,7.493317248862145,100,100,3,-2.2,28.1,11,6,Sundaram Multi Cap Fund,15.69,1.48,3.06,Multi Cap Funds
-0.45,Sundaram Mutual Fund,0.98,Other,0.46,10,Rohit Seksaria,52,3.970291913552122,100,500,2,-3.1,26.2,8.2,6,Sundaram Nifty 100 Equal Weight Fund,16.99,1.27,2.51,Index Funds
0.6,Sundaram Mutual Fund,0.46,Debt,0.07,4,Sandeep Agarwal,1006,6.914730892718563,5000,1000,2,5.4,3.9,8.8,2,Sundaram Overnight Fund,0.35,-0.05,-0.3,Overnight Mutual Funds
4.81,Sundaram Mutual Fund,0.92,Equity,0.93,5,Rohit Seksaria,2272,7.728855823852543,100,750,3,3.2,31.3,8.8,6,Sundaram Services Fund,16.55,1.6,3.44,Sectoral / Thematic Mutual Funds
2.16,Sundaram Mutual Fund,-1.49,Debt,0.28,10,Dwijendra Srivastava,200,5.303304908059076,5000,2000,5,4.8,6.4,4.8,2,Sundaram Short Duration Fund,4.82,0.86,2.28,Short Duration Funds
6.06,Sundaram Mutual Fund,0.83,Equity,1.01,10,Ravi Gopalakrishnan,1962,7.5822291942764615,100,250,2,1.6,44.9,9.3,6,Sundaram Small Cap Fund,18.08,1.88,3.47,Small Cap Mutual Funds
1.74,Sundaram Mutual Fund,0.92,Equity,1.76,10,Sudhir Kedia,930,6.836259277277067,500,500,3,1.2,27.7,9.9,6,Sundaram Tax Savings Fund,15.82,1.48,3.24,ELSS Mutual Funds
2.16,Sundaram Mutual Fund,0.99,Debt,0.17,10,Sandeep Agarwal,1412,7.253470382684528,1000,2000,3,5.7,4.7,4.5,3,Sundaram Ultra Short Duration Fund,0.46,1.85,4.75,Ultra Short Duration Funds
1.94,Tata Mutual Fund,0.69,Hybrid,0.28,4,Sailesh Jain,5925,8.68710472813351,5000,150,5,5.7,5,8.8,1,Tata Arbitrage Fund,0.75,1.36,1.97,Arbitrage Mutual Funds
3.8,Tata Mutual Fund,0.57,Hybrid,0.28,4,RahulSingh,6396,8.763584409450138,5000,150,4,5.8,18.7,8.8,4,Tata Balanced Advantage Fund,8.5,1.69,4.01,Dynamic Asset Allocation or Balanced Advantage
1.61,Tata Mutual Fund,0.81,Equity,0.59,7,Sonam Udasi,1272,7.149131598557407,5000,150,4,11.9,23.2,12.6,6,Tata Banking & Financial Services Fund,21.31,1,2.2,Sectoral / Thematic Mutual Funds
4.51,Tata Mutual Fund,1.85,Debt,0.23,3,Amit Somani,262,5.572154032177765,5000,150,3,4,6.9,8.8,2,Tata Banking & PSU Debt Fund,2.28,0.89,1.68,Banking and PSU Mutual Funds
6.11,Tata Mutual Fund,0.92,Equity,0.31,7,Meeta Shetty,6765,8.819665349340653,5000,150,3,-16,39,22.1,6,Tata Digital India Fund,22.78,1.37,2.29,Sectoral / Thematic Mutual Funds
3.51,Tata Mutual Fund,0.86,Equity,0.91,10,Sonam Udasi,5119,8.540909718033554,5000,150,2,6.6,27.8,10,6,Tata Equity P/E Fund,14.91,1.54,3.31,Value Funds
2.17,Tata Mutual Fund,0.81,Hybrid,0.12,10,Sailesh Jain,142,4.962844630259907,5000,150,3,3.4,12,7.5,4,Tata Equity Saving Fund,5.15,1.54,3.37,Equity Savings Mutual Funds
4.88,Tata Mutual Fund,0.74,Equity,0.94,10,Abhinav Sharma,1501,7.31455283232408,5000,150,3,-1.6,27.9,13.1,6,Tata Ethical Fund,14.48,1.53,2.75,Sectoral / Thematic Mutual Funds
-1.52,Tata Mutual Fund,0.79,Equity,0.77,5,Sonam Udasi,2096,7.64826303090192,5000,150,2,-2.5,21.3,8.8,6,Tata Flexi Cap Fund,13.88,1.23,2.58,Flexi Cap Funds
1.82,Tata Mutual Fund,0.86,Debt,0.3,2,Akhil Mittal,225,5.420534999272286,5000,150,4,5.6,18.15,8.8,2,Tata Floating Rate Fund,12.1,1.29,2.86,Floater Mutual Funds
1.14,Tata Mutual Fund,0.96,Equity,0.46,3,Meeta Shetty,1212,7.10085190894405,5000,150,3,0.4,28.4,8.8,6,Tata Focused Equity Fund,16.67,1.43,3.06,Focused Funds
0.07,Tata Mutual Fund,0.66,Debt,0.9,10,Akhil Mittal,256,5.54907608489522,5000,150,2,5.2,4.8,6.9,2,Tata Gilt Securities Fund,2.99,0.27,0.31,Gilt Mutual Funds
2.77,Tata Mutual Fund,0.84,Hybrid,1.05,10,Chandraprakash Padiyar,3166,8.06054004653864,5000,150,3,6.2,22.8,10.5,6,Tata Hybrid Equity Fund,12.35,1.47,3.25,Aggressive Hybrid Mutual Funds
1.38,Tata Mutual Fund,0.73,Equity,0.91,7,Sonam Udasi,1346,7.205635176410364,5000,150,2,2.8,23,10.6,6,Tata India Consumer Fund,13.88,1.31,2.78,Sectoral / Thematic Mutual Funds
2.68,Tata Mutual Fund,0.86,Equity,1.01,7,Meeta Shetty,485,6.186208623900494,5000,150,3,-8.1,21.7,14.8,6,Tata India Pharma & Healthcare Fund,18.72,1,2.41,Sectoral / Thematic Mutual Funds
0.43,Tata Mutual Fund,0.94,Equity,0.76,8,Tejas Gutka,3078,8.0323601479245,500,500,3,2.2,26.5,12,6,Tata India Tax Savings Fund,16.24,1.39,3.36,ELSS Mutual Funds
9.44,Tata Mutual Fund,0.63,Equity,1.42,10,Abhinav Sharma,950,6.85751406254539,5000,150,3,14,35,13.1,6,Tata Infrastructure Fund,17.14,1.73,3.52,Sectoral / Thematic Mutual Funds
2.58,Tata Mutual Fund,0.94,Equity,0.89,10,Chandraprakash Padiyar,3680,8.210939733379021,5000,150,4,8.8,33.5,14,6,Tata Large & Mid Cap Fund,16.57,1.46,3.47,Large & Mid Cap Funds
0.45,Tata Mutual Fund,0.94,Equity,1.24,10,Amey Sathe,1365,7.2196420401307355,5000,150,2,1.8,25.7,11.3,6,Tata Large Cap Fund,16,1.35,3.05,Large Cap Mutual Funds
1.42,Tata Mutual Fund,0.8,Debt,0.21,10,Amit Somani,18212,9.809890903798543,5000,150,3,5.6,4.4,5.3,2,Tata Liquid Fund,0.38,0.93,4.25,Liquid Mutual Funds
0.16,Tata Mutual Fund,0.87,Equity,0.98,10,Satish Chandra Mishra,1759,7.473069088032197,5000,150,3,1.3,29.2,13.5,6,Tata Mid Cap Growth Fund,15.94,1.61,3.3,Mid Cap Mutual Funds
2.92,Tata Mutual Fund,1.18,Debt,0.17,10,Amit Somani,8814,9.08421009483197,5000,150,5,5.7,5.6,4.8,3,Tata Money Market Fund,0.65,2.05,4.59,Money Market Funds
-0.56,Tata Mutual Fund,0.98,Other,0.16,10,Sonam Udasi,369,5.91350300563827,5000,150,3,1,25.6,12,6,Tata Nifty 50 Index Fund,16.49,1.31,3.45,Index Funds
0.47,Tata Mutual Fund,0.43,Debt,0.09,4,Amit Somani,3236,8.082402253926244,5000,1000,3,5.4,3.9,8.8,1,Tata Overnight Fund,0.35,-0.3,-1.59,Overnight Mutual Funds
16.72,Tata Mutual Fund,0.49,Equity,0.91,7,Satish Chandra Mishra,232,5.4510384535657,5000,150,3,-3.4,34.7,15.5,6,Tata Resources & Energy Fund,20.36,1.44,2.48,Sectoral / Thematic Mutual Funds
